Comp Name:atlopen19
Dancers
Abraham, Sheila:3938
["Heat", "591", "Session 5 - Saturday Matinee@Saturday 08:01AM-F", "AC-JR1 Closed Newcomer International Tango", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "592", "Session 5 - Saturday Matinee@Saturday 08:03AM-F", "AC-JR1 Closed Newcomer International Quickstep", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "598", "Session 5 - Saturday Matinee@Saturday 08:12AM-F", "AC-JR1 Closed Pre Bronze International Waltz", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "599", "Session 5 - Saturday Matinee@Saturday 08:13AM-F", "AC-JR1 Closed Pre Bronze International Tango", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "600", "Session 5 - Saturday Matinee@Saturday 08:15AM-F", "AC-JR1 Closed Pre Bronze International Quickstep", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "606", "Session 5 - Saturday Matinee@Saturday 08:24AM-F", "AC-JR1 Closed Beginner Bronze International Waltz", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "607", "Session 5 - Saturday Matinee@Saturday 08:26AM-F", "AC-JR1 Closed Beginner Bronze International Tango", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "608", "Session 5 - Saturday Matinee@Saturday 08:27AM-F", "AC-JR1 Closed Beginner Bronze International Quickstep", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "616", "Session 5 - Saturday Matinee@Saturday 08:39AM-F", "AC-JR1 Closed Int Bronze International Waltz", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "617", "Session 5 - Saturday Matinee@Saturday 08:41AM-F", "AC-JR1 Closed Int Bronze International Tango", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "620", "Session 5 - Saturday Matinee@Saturday 08:46AM-F", "AC-JR1 Closed Int Bronze International Quickstep", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "719", "Session 5 - Saturday Matinee@Saturday 12:27PM-F", "AC-JR1 International Ballroom Challenge (W/T/Q)", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "760", "Session 5 - Saturday Matinee@Saturday 02:43PM-F", "AC-JR1 Closed Pre Silver International Cha Cha", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "761", "Session 5 - Saturday Matinee@Saturday 02:44PM-F", "AC-JR1 Closed Pre Silver International Samba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "762", "Session 5 - Saturday Matinee@Saturday 02:46PM-F", "AC-JR1 Closed Pre Silver International Rumba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "763", "Session 5 - Saturday Matinee@Saturday 02:47PM-F", "AC-JR1 Closed Pre Silver International Jive", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "769", "Session 5 - Saturday Matinee@Saturday 02:56PM-F", "AC-JR1 Closed Int Silver International Cha Cha", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "770", "Session 5 - Saturday Matinee@Saturday 02:58PM-F", "AC-JR1 Closed Int Silver International Samba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "771", "Session 5 - Saturday Matinee@Saturday 02:59PM-F", "AC-JR1 Closed Int Silver International Rumba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "773", "Session 5 - Saturday Matinee@Saturday 03:02PM-F", "AC-JR1 Closed Int Silver International Jive", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "778", "Session 5 - Saturday Matinee@Saturday 03:10PM-F", "AC-JR1 Closed Full Silver International Cha Cha", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "779", "Session 5 - Saturday Matinee@Saturday 03:11PM-F", "AC-JR1 Closed Full Silver International Samba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "780", "Session 5 - Saturday Matinee@Saturday 03:13PM-F", "AC-JR1 Closed Full Silver International Rumba", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "782", "Session 5 - Saturday Matinee@Saturday 03:16PM-F", "AC-JR1 Closed Full Silver International Jive", "322", "Liu, Yulia and Zhao, Larry", "---"]
["Heat", "810", "Session 5 - Saturday Matinee@Saturday 04:27PM-F", "AC-JR1 International Latin Challenge (C/S/R)", "322", "Liu, Yulia and Zhao, Larry", "---"]
Dancer:Logan, Emily:4029:Heats:2
["Pro heat", "5", "Session 6 - Saturday Evening@Saturday 07:30PM-S", "Professional Open American Rhythm (C/R/SW/B/MA)", "180", "Logan, Emily and Jackson, Ryan", "---"]
["Pro heat", "7", "Session 6 - Saturday Evening@Saturday 08:40PM-S", "Professional Open American Smooth (W/T/FT/VW)", "180", "Logan, Emily and Jackson, Ryan", "---"]
Dancer:Lovell, Deborah:3973:Heats:51
["Heat", "17", "Session 1 - Thursday Matinee@Thursday 12:16PM-F", "L-B2 Closed Beginner Bronze American Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "18", "Session 1 - Thursday Matinee@Thursday 12:18PM-F", "L-B2 Closed Beginner Bronze American Tango", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "19", "Session 1 - Thursday Matinee@Thursday 12:19PM-F", "L-B2 Closed Beginner Bronze American Foxtrot", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "20", "Session 1 - Thursday Matinee@Thursday 12:21PM-F", "L-B2 Closed Beginner Bronze American V. Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "37", "Session 1 - Thursday Matinee@Thursday 12:47PM-F", "L-B2 Proficiency Full Bronze American Waltz", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "38", "Session 1 - Thursday Matinee@Thursday 12:49PM-F", "L-B2 Proficiency Full Bronze American Tango", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "39", "Session 1 - Thursday Matinee@Thursday 12:50PM-F", "L-B2 Proficiency Full Bronze American Foxtrot", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "40", "Session 1 - Thursday Matinee@Thursday 12:52PM-F", "L-B2 Proficiency Full Bronze American V. Waltz", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "45", "Session 1 - Thursday Matinee@Thursday 01:04PM-S", "L-B1 Closed Int Bronze American Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "46", "Session 1 - Thursday Matinee@Thursday 01:06PM-S", "L-B1 Closed Int Bronze American Tango", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "47", "Session 1 - Thursday Matinee@Thursday 01:07PM-S", "L-B1 Closed Int Bronze American Foxtrot", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "48", "Session 1 - Thursday Matinee@Thursday 01:09PM-F", "L-B1 Closed Int Bronze American V. Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "53", "Session 1 - Thursday Matinee@Thursday 01:21PM-F", "L-B2 Closed Int Bronze American Waltz", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "54", "Session 1 - Thursday Matinee@Thursday 01:23PM-F", "L-B2 Closed Int Bronze American Tango", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "55", "Session 1 - Thursday Matinee@Thursday 01:24PM-F", "L-B2 Closed Int Bronze American Foxtrot", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "56", "Session 1 - Thursday Matinee@Thursday 01:26PM-F", "L-B2 Closed Int Bronze American V. Waltz", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "95", "Session 1 - Thursday Matinee@Thursday 02:35PM-F", "L-B2 Closed Full Bronze American Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "96", "Session 1 - Thursday Matinee@Thursday 02:37PM-F", "L-B2 Closed Full Bronze American Tango", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "97", "Session 1 - Thursday Matinee@Thursday 02:38PM-F", "L-B2 Closed Full Bronze American Foxtrot", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "98", "Session 1 - Thursday Matinee@Thursday 02:40PM-F", "L-B2 Closed Full Bronze American V. Waltz", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "119", "Session 1 - Thursday Matinee@Thursday 03:23PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Smooth (W/T/FT)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "130", "Session 1 - Thursday Matinee@Thursday 03:54PM-F", "L-C Closed Bronze Dancesport Series American Smooth (W/T/FT/VW)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "141", "Session 1 - Thursday Matinee@Thursday 04:33PM-S", "L-C Closed American Smooth Bronze Best of the Best & Scholarship (W/T/F)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "304", "Session 3 - Friday Matinee@Friday 09:06AM-F", "L-B2 Closed Beginner Bronze American Cha Cha", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "305", "Session 3 - Friday Matinee@Friday 09:08AM-F", "L-B2 Closed Beginner Bronze American Rumba", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "306", "Session 3 - Friday Matinee@Friday 09:09AM-F", "L-B2 Closed Beginner Bronze American East Coast Swing", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "307", "Session 3 - Friday Matinee@Friday 09:11AM-F", "L-B2 Closed Beginner Bronze American Bolero", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "308", "Session 3 - Friday Matinee@Friday 09:12AM-F", "L-B2 Closed Beginner Bronze American Mambo", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "326", "Session 3 - Friday Matinee@Friday 09:44AM-F", "L-B1 Closed Pre Bronze American Cha Cha", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "327", "Session 3 - Friday Matinee@Friday 09:46AM-F", "L-B1 Closed Pre Bronze American Rumba", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "328", "Session 3 - Friday Matinee@Friday 09:47AM-F", "L-B1 Closed Pre Bronze American East Coast Swing", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "329", "Session 3 - Friday Matinee@Friday 09:49AM-F", "L-B1 Closed Pre Bronze American Bolero", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "330", "Session 3 - Friday Matinee@Friday 09:50AM-F", "L-B1 Closed Pre Bronze American Mambo", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "351", "Session 3 - Friday Matinee@Friday 10:26AM-S", "L-B2 Closed Int Bronze American Cha Cha", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "352", "Session 3 - Friday Matinee@Friday 10:28AM-S", "L-B2 Closed Int Bronze American Rumba", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "353", "Session 3 - Friday Matinee@Friday 10:29AM-S", "L-B2 Closed Int Bronze American East Coast Swing", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "354", "Session 3 - Friday Matinee@Friday 10:31AM-F", "L-B2 Closed Int Bronze American Bolero", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "355", "Session 3 - Friday Matinee@Friday 10:32AM-F", "L-B2 Closed Int Bronze American Mambo", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "386", "Session 3 - Friday Matinee@Friday 11:36AM-S", "L-B2 Closed Full Bronze American Cha Cha", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "387", "Session 3 - Friday Matinee@Friday 11:37AM-S", "L-B2 Closed Full Bronze American Rumba", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "388", "Session 3 - Friday Matinee@Friday 11:39AM-S", "L-B2 Closed Full Bronze American East Coast Swing", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "389", "Session 3 - Friday Matinee@Friday 11:40AM-F", "L-B2 Closed Full Bronze American Bolero", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "390", "Session 3 - Friday Matinee@Friday 11:42AM-F", "L-B2 Closed Full Bronze American Mambo", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "406", "Session 3 - Friday Matinee@Friday 12:10PM-F", "L-B2 Proficiency Full Bronze American Cha Cha", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "407", "Session 3 - Friday Matinee@Friday 12:12PM-F", "L-B2 Proficiency Full Bronze American Rumba", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "408", "Session 3 - Friday Matinee@Friday 12:13PM-F", "L-B2 Proficiency Full Bronze American East Coast Swing", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "409", "Session 3 - Friday Matinee@Friday 12:15PM-F", "L-B2 Proficiency Full Bronze American Bolero", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "410", "Session 3 - Friday Matinee@Friday 12:16PM-F", "L-B2 Proficiency Full Bronze American Mambo", "157", "Lovell, Deborah and Mishura, Grygorii", "---"]
["Heat", "467", "Session 3 - Friday Matinee@Friday 01:58PM-F", "L-C1 Closed Bronze Pro/Am 3-Dance Challenge American Rhythm (C/R/SW)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "486", "Session 3 - Friday Matinee@Friday 02:44PM-F", "L-C Closed Bronze Dancesport Series American Rhythm (C/R/SW/B)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
["Heat", "581", "Session 4 - Friday Evening@Friday 08:00PM-S", "L-C Closed American Rhythm Bronze Best of the Best & Scholarship (C/R/SW)", "154", "Lovell, Deborah and Anatoliy, Alosha", "---"]
Dancer:Lucius, Bailey:3999:Heats:11
["Heat", "783", "Session 5 - Saturday Matinee@Saturday 03:17PM-F", "L-AA Open Full Gold International Cha Cha", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "784", "Session 5 - Saturday Matinee@Saturday 03:19PM-F", "L-AA Open Full Gold International Samba", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "785", "Session 5 - Saturday Matinee@Saturday 03:20PM-F", "L-AA Open Full Gold International Rumba", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "786", "Session 5 - Saturday Matinee@Saturday 03:22PM-F", "L-AA Open Full Gold International Jive", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "787", "Session 5 - Saturday Matinee@Saturday 03:23PM-F", "L-AA Open Full Gold International Paso Doble", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "792", "Session 5 - Saturday Matinee@Saturday 03:31PM-F", "L-AA Advanced International Cha Cha", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "793", "Session 5 - Saturday Matinee@Saturday 03:32PM-F", "L-AA Advanced International Samba", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "794", "Session 5 - Saturday Matinee@Saturday 03:34PM-F", "L-AA Advanced International Rumba", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "795", "Session 5 - Saturday Matinee@Saturday 03:35PM-F", "L-AA Advanced International Paso Doble", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "796", "Session 5 - Saturday Matinee@Saturday 03:37PM-F", "L-AA Advanced International Jive", "162", "Lucius, Bailey and Senken, David", "---"]
["Heat", "815", "Session 5 - Saturday Matinee@Saturday 05:02PM-F", "L-A Open International Latin Open Best of the Best & Scholarship (C/S/R/PD/J)", "162", "Lucius, Bailey and Senken, David", "---"]
Dancer:Lvoff, Mariana:3943:Heats:22
["Heat", "201", "Session 2 - Thursday Evening@Thursday 07:59PM-F", "L-A2 Open Full Gold American Waltz", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "202", "Session 2 - Thursday Evening@Thursday 08:00PM-F", "L-A2 Open Full Gold American Tango", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "203", "Session 2 - Thursday Evening@Thursday 08:02PM-F", "L-A2 Open Full Gold American Foxtrot", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "204", "Session 2 - Thursday Evening@Thursday 08:03PM-F", "L-A2 Open Full Gold American V. Waltz", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "217", "Session 2 - Thursday Evening@Thursday 08:28PM-F", "L-A2 Advanced American Waltz", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "218", "Session 2 - Thursday Evening@Thursday 08:30PM-F", "L-A2 Advanced American Tango", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "219", "Session 2 - Thursday Evening@Thursday 08:31PM-F", "L-A2 Advanced American Foxtrot", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "220", "Session 2 - Thursday Evening@Thursday 08:33PM-F", "L-A2 Advanced American V. Waltz", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "236", "Session 2 - Thursday Evening@Thursday 09:42PM-F", "L-B Open Dancesport Series American Smooth (W/T/FT/VW)", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "242", "Session 2 - Thursday Evening@Thursday 10:34PM-F", "L-B Open American Smooth Open Best of the Best & Scholarship (W/T/F/VW)", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "546", "Session 3 - Friday Matinee@Friday 04:38PM-F", "L-A2 Open Full Gold American Cha Cha", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "547", "Session 3 - Friday Matinee@Friday 04:40PM-F", "L-A2 Open Full Gold American Rumba", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "548", "Session 3 - Friday Matinee@Friday 04:41PM-F", "L-A2 Open Full Gold American East Coast Swing", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "549", "Session 3 - Friday Matinee@Friday 04:43PM-F", "L-A2 Open Full Gold American Bolero", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "550", "Session 3 - Friday Matinee@Friday 04:44PM-F", "L-A2 Open Full Gold American Mambo", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "556", "Session 3 - Friday Matinee@Friday 04:53PM-F", "L-A2 Advanced American Cha Cha", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "557", "Session 3 - Friday Matinee@Friday 04:55PM-F", "L-A2 Advanced American Rumba", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "558", "Session 3 - Friday Matinee@Friday 04:56PM-F", "L-A2 Advanced American East Coast Swing", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "559", "Session 3 - Friday Matinee@Friday 04:58PM-F", "L-A2 Advanced American Bolero", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "560", "Session 3 - Friday Matinee@Friday 04:59PM-F", "L-A2 Advanced American Mambo", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "580", "Session 3 - Friday Matinee@Friday 05:45PM-F", "L-B Open Dancesport Series American Rhythm (C/R/SW/B/MA)", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
["Heat", "588", "Session 4 - Friday Evening@Friday 09:34PM-F", "L-B Open American Rhythm Open Best of the Best & Scholarship (C/R/SW/B/MA)", "144", "Lvoff, Mariana and Kosarev, Vladimir", "---"]
Dancer:Lynn, Cheryl:4035:Heats:12
["Heat", "778", "Session 5 - Saturday Matinee@Saturday 03:10PM-F", "L-B1 Open Full Gold International Cha Cha", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "779", "Session 5 - Saturday Matinee@Saturday 03:11PM-F", "L-B1 Open Full Gold International Samba", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "780", "Session 5 - Saturday Matinee@Saturday 03:13PM-F", "L-B1 Open Full Gold International Rumba", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "781", "Session 5 - Saturday Matinee@Saturday 03:14PM-F", "L-B1 Open Full Gold International Paso Doble", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "782", "Session 5 - Saturday Matinee@Saturday 03:16PM-F", "L-B1 Open Full Gold International Jive", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "787", "Session 5 - Saturday Matinee@Saturday 03:23PM-F", "L-B1 Advanced International Paso Doble", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "788", "Session 5 - Saturday Matinee@Saturday 03:25PM-F", "L-B1 Advanced International Cha Cha", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "789", "Session 5 - Saturday Matinee@Saturday 03:26PM-F", "L-B1 Advanced International Samba", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
["Heat", "790", "Session 5 - Saturday Matinee@Saturday 03:28PM-F", "L-B1 Advanced International Rumba", "183", "Lynn, Cheryl and Bogre, Jani", "---"]
